		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 2.914062	M = 1500	N = 8	m = 9	n = 12000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
100010000    3    4    2    0    1    2    4    6  9.078949 0.335680 SUCCESS  75
100100000    2    0    3    5    4    6    3    8 17.745368 0.023219 SUCCESS  76
100101000    2    3    2    2    1    3    2    1  3.772078 0.877080 SUCCESS  77
100110000    7    3    3    2    5    0    6    2 14.385821 0.072247 SUCCESS  78
100111000    0    6    1    4    6    1    1    4 14.435469 0.071098 SUCCESS  79
101000000    3    4    4    1    1    2    0    1  8.008749 0.432616 SUCCESS  80
101000100    1    4    5    2    2    4    2    3  4.549904 0.804420 SUCCESS  81
101001000    4    1    4    6    3    3    2    2  6.083491 0.637880 SUCCESS  82
101001100    3    2    2    1    5    1    0    4  8.130112 0.420865 SUCCESS  83
101010000    3    4    9    6    2    1    5    5 21.518653 0.005890 FAILURE  84
101010100    4    1    4    5    4    1    1    3  6.668240 0.572813 SUCCESS  85
101011000    5    4    2    5    3    3    4    1  5.498742 0.703179 SUCCESS  86
101011100    3    3    3    4    4    5    3    4  2.795658 0.946519 SUCCESS  87
101100000    3    3    5    2    2    4    1    0  6.839251 0.554072 SUCCESS  88
101100100    1    2    2    1    6    5    2    6 11.732385 0.163550 SUCCESS  89
101101000    6    7    5    2    1    5    5    3 15.456022 0.050862 SUCCESS  90
101101100    2    7    1    1    4    6    4    5 14.507184 0.069467 SUCCESS  91
101110000    2    3    2    2    3    7    2    3  7.081977 0.527814 SUCCESS  92
101110100    6    1    3    3    2    3    4    4  5.791116 0.670617 SUCCESS  93
101111000    1    1    2    3    4    4    3    2  4.014804 0.855785 SUCCESS  94
101111100    2    2    4    1    1    3    0    4  7.010263 0.535526 SUCCESS  95
110000000    3    1    1    1    2    2    3    2  4.770564 0.781793 SUCCESS  96
110000010    2    3    4    4    7    4    2    1  9.029301 0.339830 SUCCESS  97
110000100    2    3    4    0    1    2    6    6 12.024760 0.150103 SUCCESS  98
110001000    4    3    4    3    0    2    3    4  4.549904 0.804420 SUCCESS  99
110001010    2    4    5    3    4    1    2    0  7.252989 0.509599 SUCCESS 100
110010000    3    1    2    5    2    5    2    8 14.385821 0.072247 SUCCESS 101
110010010    2    7    4    2    3    2    3    1  8.494201 0.386741 SUCCESS 102
110010100    2    0    1    2    4    4    1    2  7.302637 0.504360 SUCCESS 103
110011000    4    2    4    3    4    1   10    3 20.569815 0.008382 FAILURE 104
110011010    1    3    1    2    4    4    6    1  8.372838 0.397923 SUCCESS 105
110100000    5    3    4    1    1    3    1    1  7.131626 0.522500 SUCCESS 106
110100010    3    3    2    3    2    4    3    5  2.552932 0.959217 SUCCESS 107
110100100    3    0    2    7    2    6    2    3 13.144609 0.106970 SUCCESS 108
110101000    4    4    7    3    3    3    3    4  7.153692 0.520145 SUCCESS 109
110101010    5    1    4    6    4    3    2    3  7.324703 0.502039 SUCCESS 110
110101100    4    4    0    1    5    2    0    4 10.369810 0.240023 SUCCESS 111
110110000    3    4    3    3    0    2    1    4  5.427028 0.711111 SUCCESS 112
110110010    2    2    1    2    4    6    2    4  6.668240 0.572813 SUCCESS 113
110110100    3    8    3    4    2    3    4    2 10.562888 0.227717 SUCCESS 114
110111000    2    2    2    3    2    7    3    2  7.374352 0.496833 SUCCESS 115
110111010    8    1    5    5    3    1    1    4 16.504156 0.035707 SUCCESS 116
110111100    3    1    4    3    3    2    1    3  3.308692 0.913520 SUCCESS 117
111000000    2    3    1    1    1    6    2    2  8.130112 0.420865 SUCCESS 118
111000010    1    3    5    1    2    3    4    3  4.842279 0.774293 SUCCESS 119
111000100    6    6    3    3    4    4    0    3 10.562888 0.227717 SUCCESS 120
111000110    4    3    3    3    1    3    2    1  3.308692 0.913520 SUCCESS 121
111001000    1    1    2    2    2    2    4    6  7.545363 0.479090 SUCCESS 122
111001010    3    2    1    1    4    5    3    1  6.133139 0.632321 SUCCESS 123
111001100    2    2    2    3    2    3   10    4 19.328603 0.013198 SUCCESS 124
111010000    6    2    3    1    2    1    4    2  7.252989 0.509599 SUCCESS 125
111010010    4    0    3    2    2    5    1    4  7.252989 0.509599 SUCCESS 126
111010100    4    0    7    2    4    2    3    3 10.320162 0.243270 SUCCESS 127
111010110    1    1    0    3    4    1    0    3 10.298096 0.244724 SUCCESS 128
111011000    6    4    4    5    3    2    1    6 10.684251 0.220240 SUCCESS 129
111011010    2    6    3    4    6    2    5    3  9.272027 0.319870 SUCCESS 130
111011100    1    3    3    3    2    2    2    1  3.479704 0.900759 SUCCESS 131
111100000    3    0    1    3    4    2    5    0  9.542335 0.298627 SUCCESS 132
111100010    5    3    6    1    1    4    2    1  9.492687 0.302451 SUCCESS 133
111100100    2    1    2    2    3    3    2    5  4.014804 0.855785 SUCCESS 134
111100110    1    4    3    4    2    2    5    4  4.671267 0.792064 SUCCESS 135
111101000    5    2    1    1    2    1    3    5  7.545363 0.479090 SUCCESS 136
111101010    5    1    4    2    3    3    3    2  3.843793 0.870935 SUCCESS 137
111101100    2    4    1    3    4    3    1    6  7.081977 0.527814 SUCCESS 138
111101110    4    3    5    5    4    3    3    3  3.915507 0.864665 SUCCESS 139
111110000    3    0    4    2    3    3    2    1  5.305665 0.724462 SUCCESS 140
111110010    1    3    1    1    2    3    1    2  5.769051 0.673084 SUCCESS 141
111110100    2    1    2    1    2    0    1    4  8.179760 0.416111 SUCCESS 142
111110110    1    6    2    0    7    2    3    5 15.676681 0.047249 SUCCESS 143
111111000    5    1    3    3    2    2    3    2  3.722430 0.881259 SUCCESS 144
111111010    2    2    2    2    2    0    3    7 10.369810 0.240023 SUCCESS 145
111111100    3    1    3    2    3    1    4    3  3.308692 0.913520 SUCCESS 146
111111110    1    3    2    4    1    3    1    0  7.595011 0.473995 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 2.914062	M = 1500	N = 8	m = 9	n = 12000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001    6    4    6    3    2    3    5    4  9.393390 0.310204 SUCCESS   0
000000011    5    3    6    4    3    3    2    4  6.033842 0.643441 SUCCESS   1
000000101    3    4    4    2    3    2    5    3  2.966669 0.936432 SUCCESS   2
000000111    5    2    3    4    4    3    2    4  3.380407 0.908271 SUCCESS   3
000001001    2    6    3    4    1    4    2    2  6.375865 0.605207 SUCCESS   4
000001011    2    2    6    3    1    6    4    5 10.562888 0.227717 SUCCESS   5
000001101    3    3    4    3    3    5    3    1  3.259044 0.917065 SUCCESS   6
000001111    0    0    2    3    5    3    4    4  8.665212 0.371320 SUCCESS   7
000010001    3    2    0    3    6    4    8    7 22.103402 0.004728 FAILURE   8
000010011    1    2    6    5    4    2    1    1  9.785061 0.280437 SUCCESS   9
000010101    2    5    4    1    1    3    3    3  4.842279 0.774293 SUCCESS  10
000010111    3    2    5    2    2    6    3    5  7.324703 0.502039 SUCCESS  11
000011001    5    6    3    4    1    5    4    3  8.565915 0.380226 SUCCESS  12
000011011    4    1    4    5    6    4    4    2  8.152178 0.418748 SUCCESS  13
000011101    4    4    1    3   10    2    4    3 20.569815 0.008382 FAILURE  14
000011111    0    1    4    1    2    5    5    5 10.904910 0.207146 SUCCESS  15
000100011    4    2    1    1    5    3    8    4 14.385821 0.072247 SUCCESS  16
000100101    3    4    0    2    0    3    2    1  8.301123 0.404622 SUCCESS  17
000100111    2    2    2    1    3    4    4    4  3.430055 0.904550 SUCCESS  18
000101001    5    3    0    2    1    1    7    5 14.849207 0.062145 SUCCESS  19
000101011    2    5    0    3    2    4    2    2  6.133139 0.632321 SUCCESS  20
000101101    2    4    5    6    1    4    2    2  7.909452 0.442365 SUCCESS  21
000101111    4    2    5    3    1    3    3    2  3.843793 0.870935 SUCCESS  22
000110011    1    2    2    4    2    4    4    1  4.720916 0.786946 SUCCESS  23
000110101    5    3    2    2    3    2    2    3  2.723943 0.950470 SUCCESS  24
000110111    6    1    4    3    3    1    4    1  8.080463 0.425650 SUCCESS  25
000111001    2    3    5    1    4    3    2    3  3.843793 0.870935 SUCCESS  26
000111011    1    3    1    4    6    1    3    9 20.740827 0.007869 FAILURE  27
000111101    1    1    1    3    3    1    6    3  8.543849 0.382223 SUCCESS  28
000111111    1    1    3    3    4    3    3    2  3.308692 0.913520 SUCCESS  29
001000011    2    3    2    5    7    2    4    3  8.736927 0.364972 SUCCESS  30
001000101    5    4    1    2    0    4    3    5  8.494201 0.386741 SUCCESS  31
001000111    5    2    3    2    9    3    5    4 17.160620 0.028479 SUCCESS  32
001001011    1    3    1    3    1    2    1    2  5.769051 0.673084 SUCCESS  33
001001101    3    5    3    7    3    3    1    3  8.736927 0.364972 SUCCESS  34
001001111    2    1    3    3    2    3    3    1  3.187329 0.922057 SUCCESS  35
001010011    4    1    0    2    2    3    6    5 10.198799 0.251349 SUCCESS  36
001010101    0    5    4    1    2    4    2    2  7.545363 0.479090 SUCCESS  37
001010111    2    5    2    5    1    0    1    0 12.245420 0.140585 SUCCESS  38
001011011    3    4    4    5    1    2    2    1  5.548391 0.697673 SUCCESS  39
001011101    3    3    3    2    2    2    1    4  2.602580 0.956776 SUCCESS  40
001011111    3    0    4    3    3    4    2    3  4.136167 0.844634 SUCCESS  41
001100101    4    4    1    2    1    1    3    0  8.008749 0.432616 SUCCESS  42
001100111    2    3    1    1    2    2    3    3  3.479704 0.900759 SUCCESS  43
001101011    6    6    2    1    3    2    2    2  9.200312 0.325681 SUCCESS  44
001101101    4    3    4    3    6    6    0    3 10.562888 0.227717 SUCCESS  45
001101111    2    4    3    3    2    3    5    2  2.845306 0.943687 SUCCESS  46
001110101    2    4    0    2    5    2    1    2  7.424000 0.491651 SUCCESS  47
001110111    2    2    3    2    5    1    5    5  6.789603 0.559494 SUCCESS  48
001111011    3    3    3    5    3    3    4    4  2.381921 0.967010 SUCCESS  49
001111101    2    2    5    2    3    6    2    4  6.497228 0.591715 SUCCESS  50
001111111    0    0    4    2    2    3    2    0 10.298096 0.244724 SUCCESS  51
010000011    2    4    2    2    4    2    5    4  3.965156 0.860253 SUCCESS  52
010000111    3    3    4    4    6    3    3    2  4.500256 0.809408 SUCCESS  53
010001011    6    3    3    2    1    3    2    5  6.789603 0.559494 SUCCESS  54
010001111    6    1    3    2    7    3    5    3 12.388848 0.134679 SUCCESS  55
010010011    2    4    1    3    3    2    3    3  2.310206 0.969995 SUCCESS  56
010010111    2    3    2    3    1    5    0    3  6.425514 0.599681 SUCCESS  57
010011011    3    6    4    5    3    2    1    3  6.910966 0.546269 SUCCESS  58
010011111    1    1    3    2    2    3    3    1  4.478190 0.811611 SUCCESS  59
010100011    2    4    3    2    3    2    0    2  4.599553 0.799393 SUCCESS  60
010100111    2    2    0    2    2    3    5    3  5.719402 0.678630 SUCCESS  61
010101011    0    6    4    2    2    4    1    2  9.371324 0.311946 SUCCESS  62
010101111    3    2    5    1    0    1    1    1 10.005721 0.264625 SUCCESS  63
010110011    4    5    3    3    3    2    2    2  2.845306 0.943687 SUCCESS  64
010110111    2    1    2    6    3    4    3    3  5.669754 0.684169 SUCCESS  65
010111011    3    1    2    4    4    1    2    3  4.014804 0.855785 SUCCESS  66
010111111    5    1    4    2    3    6    3    3  6.910966 0.546269 SUCCESS  67
011000111    1    3    2    3    3    2    4    2  2.602580 0.956776 SUCCESS  68
011001111    5    3    6    1    3    3    3    4  6.618591 0.578286 SUCCESS  69
011010111    6    3    2    4    5    2    2    1  7.495714 0.484210 SUCCESS  70
011011111    1    2    2    3    2    5    5    3  5.256016 0.729895 SUCCESS  71
011101111    3    2    3    3    5    0    4    5  6.789603 0.559494 SUCCESS  72
011111111    1    0    6    3    1    2    3    2  9.542335 0.298627 SUCCESS  73
100000000    6    4    6    3    2    3    5    4  9.393390 0.310204 SUCCESS  74
100010000    2    4    2    5    3    3    3    4  2.966669 0.936432 SUCCESS  75
100100000    3    4    2    0    4    6    8    2 16.917894 0.030975 SUCCESS  76
100101000    5    5    4    3    2    4    3    6  7.567429 0.476822 SUCCESS  77
100110000    2    6    4    3    3    4    5    3  6.033842 0.643441 SUCCESS  78
100111000    1    3    1    3    3    1    3    2  4.185815 0.839981 SUCCESS  79
101000000    3    2    1    3    4    1    5    7 10.733899 0.217237 SUCCESS  80
101000100    3    4    3    2    1    2    4    3  2.723943 0.950470 SUCCESS  81
101001000    5    1    3    3    3    3    4    4  3.672781 0.885374 SUCCESS  82
101001100    2    0    1    1    2    4    1    2  8.179760 0.416111 SUCCESS  83
101010000    3    2    2    3    4    1    2    2  2.894955 0.940776 SUCCESS  84
101010100    1    0    2    2    5    1    5    2  9.542335 0.298627 SUCCESS  85
101011000    3    6    2    1    2    4    3    4  6.083491 0.637880 SUCCESS  86
101011100    3   11    4    3    1    1    3    0 29.092805 0.000305 FAILURE  87
101100000    3    3    3    4    6    3    2    3  4.086519 0.849234 SUCCESS  88
101100100    1    5    2    4    3    3    1    4  5.256016 0.729895 SUCCESS  89
101101000    3    2    7    4    1    5    2    2 10.027787 0.263081 SUCCESS  90
101101100    0    4    6    4    4    3    0    2 10.904910 0.207146 SUCCESS  91
101110000    3    2    0    3    3    5    2    4  5.548391 0.697673 SUCCESS  92
101110100    4    3    2    3    2    1    0    2  5.598039 0.692156 SUCCESS  93
101111000    1    5    7    5    1    3    3    1 12.852234 0.117036 SUCCESS  94
101111100    2    2    4    2    3    1    7    3  8.494201 0.386741 SUCCESS  95
110000000    3    5    4    5    3    0    1    1  9.078949 0.335680 SUCCESS  96
110000010    3    3    3    5    6    5    3    5  7.981166 0.435312 SUCCESS  97
110000100    4    6    3    3    4    5    3    2  6.033842 0.643441 SUCCESS  98
110001000    2    3    1    2    4    1    3    2  3.893441 0.866607 SUCCESS  99
110001010    3    3    2    1    1    1    4    3  4.599553 0.799393 SUCCESS 100
110010000    2    2    3    2    4    5    7    3  8.736927 0.364972 SUCCESS 101
110010010    0    6    4    1    0    4    4    5 13.436983 0.097673 SUCCESS 102
110010100    2    1    2    2    4    3    2    6  6.254502 0.618747 SUCCESS 103
110011000    1    5    2    6    3    2    2    2  7.374352 0.496833 SUCCESS 104
110011010    5    3    3    1    0    5    1    2  8.957587 0.345887 SUCCESS 105
110100000    3    2    2    2    2    2    5    5  4.549904 0.804420 SUCCESS 106
110100010    4    2    4    2    2    2    2    0  5.305665 0.724462 SUCCESS 107
110100100    5    0    3    6    7    3    3    3 13.801072 0.087100 SUCCESS 108
110101000    3    4    1    3    2    3    2    3  2.310206 0.969995 SUCCESS 109
110101010    1    1    2    3    5    2    4    2  5.427028 0.711111 SUCCESS 110
110101100    3    7    3    0    2    4    2    4 10.320162 0.243270 SUCCESS 111
110110000    3    2    2    6    7    1    1    5 13.972084 0.082496 SUCCESS 112
110110010    1    2    2    4    2    2    1    4  4.599553 0.799393 SUCCESS 113
110110100    4    3    7    2    4    6    1    2 11.975111 0.152318 SUCCESS 114
110111000    4    1    1    5    4    4    2    3  5.669754 0.684169 SUCCESS 115
110111010    6    2    4    2    2    1    1    1  8.543849 0.382223 SUCCESS 116
110111100    0    5    5    4    3    6    5    2 11.682737 0.165931 SUCCESS 117
111000000    2    6    1    4    1    2    1    4  8.665212 0.371320 SUCCESS 118
111000010    2    5    4    1    1    5    6    6 13.094960 0.108624 SUCCESS 119
111000100    6    4    1    1    3    4    3    2  7.081977 0.527814 SUCCESS 120
111000110    4    1    2    3    3    0    4    3  5.427028 0.711111 SUCCESS 121
111001000    5    3    5    0    6    2    6    1 14.385821 0.072247 SUCCESS 122
111001010    1    1    2    6    4    3    0    4 10.077436 0.259633 SUCCESS 123
111001100    2    4    1    2    1    1    4    2  5.598039 0.692156 SUCCESS 124
111010000    2    2    3    1    6    2    3    4  5.962128 0.651474 SUCCESS 125
111010010    4    1    5    3    5    3    3    2  5.085005 0.748453 SUCCESS 126
111010100    3    1    2    3    2    2    5    1  5.013290 0.756155 SUCCESS 127
111010110    2    2    3    2    4    4    1    3  3.016318 0.933329 SUCCESS 128
111011000    3    2    1    4    2    1    0    8 15.726330 0.046469 SUCCESS 129
111011010    2    4    6    2    4    5    3    2  6.618591 0.578286 SUCCESS 130
111011100    5    1    1    3    3    3    4    4  4.963642 0.761455 SUCCESS 131
111100000    3    4    2    8    1    3    5    3 12.681223 0.123299 SUCCESS 132
111100010    5    3    3    5    4    2    4    4  4.621619 0.797146 SUCCESS 133
111100100    1    2    5    1    3    4    6    1  9.492687 0.302451 SUCCESS 134
111100110    3    2    4    1    1    4    4    3  4.136167 0.844634 SUCCESS 135
111101000    1    0    0    2    5    1    3    4 10.833196 0.211331 SUCCESS 136
111101010    3    1    5    4    5    2    7    0 13.972084 0.082496 SUCCESS 137
111101100    4    2    0    5    2    3    0    5 10.077436 0.259633 SUCCESS 138
111101110    7    1    2    2    1    3    2    2  9.663698 0.289428 SUCCESS 139
111110000    6    3    5    4    3    3    3    6  8.687278 0.369360 SUCCESS 140
111110010    0    0    4    2    1    3    5    3  9.542335 0.298627 SUCCESS 141
111110100    2    0    4    3    4    4    1    3  5.840765 0.665063 SUCCESS 142
111110110    2    1    6    3    3    3    1    3  6.254502 0.618747 SUCCESS 143
111111000    2    2    3    3    4    5    0    5  7.081977 0.527814 SUCCESS 144
111111010    1    1    2    3    3    1    5    1  7.010263 0.535526 SUCCESS 145
111111100    2    1    3    2    2    6    3    2  5.840765 0.665063 SUCCESS 146
111111110    1    0    6    3    1    2    3    2  9.542335 0.298627 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 2.914062	M = 1500	N = 8	m = 9	n = 12000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001    1    3    3    1    1    5    5    2  7.252989 0.509599 SUCCESS   0
000000011    2    2    3    0    3    4    4    2  4.720916 0.786946 SUCCESS   1
000000101    3    1    0    4    2    4    3    3  5.427028 0.711111 SUCCESS   2
000000111    4    2    2    4    4    6    2    4  5.912479 0.657035 SUCCESS   3
000001001    4    1    1    3    2    2    2    2  4.185815 0.839981 SUCCESS   4
000001011    3    2    3    1    2    3    5    2  3.722430 0.881259 SUCCESS   5
000001101    3    5    2    1    3    2    5    3  4.963642 0.761455 SUCCESS   6
000001111    3    3    0    7    4    3    2    3  9.614050 0.293166 SUCCESS   7
000010001    2    3    5    3    4    4    7    3  8.565915 0.380226 SUCCESS   8
000010011    1    2    3    3    3    4    3    1  3.308692 0.913520 SUCCESS   9
000010101    1    3    2    4    3    1    3    4  3.722430 0.881259 SUCCESS  10
000010111    3    0    4    3    2    3    4    0  7.131626 0.522500 SUCCESS  11
000011001    3    1    1    1    2    2    5    0  9.007235 0.341686 SUCCESS  12
000011011    2    6    4    3    2    5    4    7 12.217837 0.141746 SUCCESS  13
000011101    2    4    5    1    4    5    1    4  7.203340 0.514861 SUCCESS  14
000011111    3    3    2    6    3    2    5    1  6.789603 0.559494 SUCCESS  15
000100011    1    4    6    4    4    2    2    4  6.910966 0.546269 SUCCESS  16
000100101    3    2    0    2    1    3    3    1  6.182788 0.626765 SUCCESS  17
000100111    3    3    4    3    4    3    4    2  1.554446 0.991766 SUCCESS  18
000101001    4    4    3    5    4    2    2    3  3.380407 0.908271 SUCCESS  19
000101011    3    4    2    3    3    0    3    3  3.722430 0.881259 SUCCESS  20
000101101    3    7    2    0    3    1    1    2 12.074408 0.147915 SUCCESS  21
000101111    4    2    2    3    3    4    1    0  5.719402 0.678630 SUCCESS  22
000110011    1    1    3    1    2    2    2    2  5.062939 0.750828 SUCCESS  23
000110101    3    4    1    2    2    4    3    2  3.016318 0.933329 SUCCESS  24
000110111    4    2    2    3    7    2    2    5  9.029301 0.339830 SUCCESS  25
000111001    4    1    2    2    2    1    2    4  4.599553 0.799393 SUCCESS  26
000111011    2    0    5    2    2    4    1    3  7.131626 0.522500 SUCCESS  27
000111101    3    1    3    2    5    2    2    7  9.614050 0.293166 SUCCESS  28
000111111    1    5    4    7    5    3    1    1 13.265972 0.103020 SUCCESS  29
001000011    1    1    5    1    4    0    5    4 10.783547 0.214268 SUCCESS  30
001000101    4    2    3    1    3    3    2    2  2.602580 0.956776 SUCCESS  31
001000111    2    4    3    4    3    4    2    3  1.846820 0.985353 SUCCESS  32
001001011    3    3    1    4    1    3    3    0  6.011776 0.645913 SUCCESS  33
001001101    3    4    3    2    3    3    3    3  0.726971 0.999455 SUCCESS  34
001001111    5    4    2    5    6    0    2    2 10.733899 0.217237 SUCCESS  35
001010011    4    2    2    2    4    2    2    2  2.602580 0.956776 SUCCESS  36
001010101    4    3    3    2    0    0    2    6 10.369810 0.240023 SUCCESS  37
001010111    2    5    2    3    4    1    1    3  5.134653 0.743092 SUCCESS  38
001011011    6    3    0    2    3    3    1    1  9.249961 0.321650 SUCCESS  39
001011101    0    3    5    4    1    4    6    0 13.023246 0.111052 SUCCESS  40
001011111    3    2    1    3    4    2    1    0  6.596525 0.580722 SUCCESS  41
001100101    6    2    1    2    2    4    7    0 14.849207 0.062145 SUCCESS  42
001100111    3    1    2    1    3    4    2    3  3.601067 0.891206 SUCCESS  43
001101011    0    4    1    1    3    4    3    4  6.839251 0.554072 SUCCESS  44
001101101    2    1    2    5    4    6    6    4 10.976625 0.203027 SUCCESS  45
001101111    4    2    5    4    2    3    4    7  9.272027 0.319870 SUCCESS  46
001110101    2    5    5    2    3    5    4    4  6.033842 0.643441 SUCCESS  47
001110111    3    0    6    2    2    6    5    2 12.146123 0.144802 SUCCESS  48
001111011    3    4    4    5    4    3    3    4  3.209395 0.920538 SUCCESS  49
001111101    5    2    1    4    1    3    2    1  6.425514 0.599681 SUCCESS  50
001111111    1    6    3    8    5    3    0    2 18.622492 0.017014 SUCCESS  51
010000011    4    5    1    3    1    4    2    4  5.669754 0.684169 SUCCESS  52
010000111    1    2    3    2    4    2    2    2  3.187329 0.922057 SUCCESS  53
010001011    5    4    3    3    4    5    2    1  5.498742 0.703179 SUCCESS  54
010001111    2    3    2    4    5    3    2    3  2.845306 0.943687 SUCCESS  55
010010011    4    2    1    4    3    1    2    3  4.014804 0.855785 SUCCESS  56
010010111    0    1    4    3    1    2    5    1  9.128598 0.331564 SUCCESS  57
010011011    3    3    3    3    5    5    4    4  3.915507 0.864665 SUCCESS  58
010011111    3    3    3    4    4    0    0    2  7.131626 0.522500 SUCCESS  59
010100011    5    3    1    4    1    4    1    4  6.668240 0.572813 SUCCESS  60
010100111    4    2    6    3    0    2    5    4  9.321675 0.315891 SUCCESS  61
010101011    4    2    1    2    1    2    2    5  5.719402 0.678630 SUCCESS  62
010101111    1    6    1    1    2    2    0    2 11.125570 0.194685 SUCCESS  63
010110011    2    5    3    2    0    5    2    5  8.494201 0.386741 SUCCESS  64
010110111    5    2    1    2    1    3    4    2  5.427028 0.711111 SUCCESS  65
010111011    3    2    4    3    2    4    6    3  4.792630 0.779493 SUCCESS  66
010111111    2    5    0    3    3    5    1    1  8.957587 0.345887 SUCCESS  67
011000111    3    3    2    3    4    2    5    8 11.682737 0.165931 SUCCESS  68
011001111    2    6    2    1    2    5    2    4  7.788089 0.454439 SUCCESS  69
011010111    0    4    2    1    4    5    1    3  8.251475 0.409299 SUCCESS  70
011011111    4    0    3    2    1    1    3    7 12.195771 0.142680 SUCCESS  71
011101111    5    1    6    4    3    4    5    4  8.979653 0.344015 SUCCESS  72
011111111    2    7    1    4    4    2    2    4  9.321675 0.315891 SUCCESS  73
100000000    1    3    3    1    1    5    5    2  7.252989 0.509599 SUCCESS  74
100010000    1    1    3    0    4    4    4    2  7.131626 0.522500 SUCCESS  75
100100000    7    3    2    1    2    2    1    0 12.366782 0.135574 SUCCESS  76
100101000    4    1    0    3    3    4    2    1  6.717888 0.567354 SUCCESS  77
100110000    4    5    5    0    2    2    3    0 10.077436 0.259633 SUCCESS  78
100111000    2    0    4    4    1    3    4    1  7.131626 0.522500 SUCCESS  79
101000000    2    0    1    6    2    7    2    6 17.795017 0.022817 SUCCESS  80
101000100    5    3    2    1    4    1    3    0  7.837737 0.449479 SUCCESS  81
101001000    4    3    1    2    0    2    2    5  7.131626 0.522500 SUCCESS  82
101001100    3    5    0    1    4    3    3    2  6.546877 0.586213 SUCCESS  83
101010000    2    2    1    5    4    4    3    3  4.257530 0.833173 SUCCESS  84
101010100    3    6    5    3    2    2    2    6  9.150664 0.329746 SUCCESS  85
101011000    1    3    5    2    4    2    7    4 10.149150 0.254713 SUCCESS  86
101011100    2    4    6    5    4    3    2    3  6.326217 0.610741 SUCCESS  87
101100000    4    2    2    6    3    1    4    1  7.374352 0.496833 SUCCESS  88
101100100    4    4    3    3    0    6    4    2  7.909452 0.442365 SUCCESS  89
101101000    1    4    0    3    1    1    4    5  9.249961 0.321650 SUCCESS  90
101101100    5    4    4    1    0    3    4    2  7.374352 0.496833 SUCCESS  91
101110000    1    3    2    2    4    0    6    2  8.957587 0.345887 SUCCESS  92
101110100    3    5    0    3    4    4    2    3  5.669754 0.684169 SUCCESS  93
101111000    1    3    2    1    3    4    3    3  3.308692 0.913520 SUCCESS  94
101111100    3    2    5    4    6    1    0    3  9.906424 0.271655 SUCCESS  95
110000000    1    2    2    2    2    4    6    3  6.254502 0.618747 SUCCESS  96
110000010    1    4    5    6    2    2    4    3  7.617077 0.471739 SUCCESS  97
110000100    1    3    4    2    3    3    4    3  2.431569 0.964846 SUCCESS  98
110001000    1    2    4    0    5    4    1    4  8.665212 0.371320 SUCCESS  99
110001010    5    5    5    3    6    2    4    3  8.687278 0.369360 SUCCESS 100
110010000    4    2    6    2    5    4    3    2  6.618591 0.578286 SUCCESS 101
110010010    6    1    4    1    2    1    3    1  9.249961 0.321650 SUCCESS 102
110010100    4    5    1    4    4    4    1    1  7.081977 0.527814 SUCCESS 103
110011000    4    6    7    1    3    2    4    1 12.973597 0.112761 SUCCESS 104
110011010    0    4    2    4    3    4    4    4  5.377379 0.716584 SUCCESS 105
110100000    3    5    2    4    2    3    1    7  9.735413 0.284090 SUCCESS 106
110100010    6    4    3    4    2    1    3    0  8.786575 0.360619 SUCCESS 107
110100100    4    0    1    5    2    1    1    4  9.542335 0.298627 SUCCESS 108
110101000    2    0    1    7    2    5    2    2 12.901883 0.115270 SUCCESS 109
110101010    3    5    3    3    3    4    2    5  3.794144 0.875202 SUCCESS 110
110101100    2    2    5    1    3    5    3    2  5.256016 0.729895 SUCCESS 111
110110000    4    5    5    7    0    1    3    3 13.679709 0.090505 SUCCESS 112
110110010    4    7    4    6    0    3    2    2 13.679709 0.090505 SUCCESS 113
110110100    3    2    2    3    2    2    6    6  7.909452 0.442365 SUCCESS 114
110111000    4    4    6    2    3    1    4    4  6.618591 0.578286 SUCCESS 115
110111010    5    3    0    3    6    6    4    2 11.975111 0.152318 SUCCESS 116
110111100    4    2    3    2    3    4    3    2  1.725457 0.988303 SUCCESS 117
111000000    1    3    1    3    3    4    6    5  7.909452 0.442365 SUCCESS 118
111000010    3    2    2    2    5    2    5    3  4.257530 0.833173 SUCCESS 119
111000100    1    0    6    1    2    2    3    3  9.542335 0.298627 SUCCESS 120
111000110    4    4    1    2    3    3    1    3  3.722430 0.881259 SUCCESS 121
